Chromosome	start	id	Nut.0h	Nut.1h	Nut.4h	Nut.7h	Nut.10h	Nut.24h
4	132200000	1089	153125	0	0	0	0	450000
4	132353125	1090	1034375	696875	0	0	1034375	0
4	132650000	1091	0	0	400000	400000	0	737500
4	132900000	1092	0	0	0	0	0	0
4	133050000	1093	0	337500	337500	337500	0	0
4	133387500	1094	0	0	0	0	0	0
4	133500000	1095	0	0	0	0	0	0
5	19150000	1096	1600000	0	0	0	1000000	0
5	20150000	1097	0	600000	600000	600000	600000	600000
5	20500000	1098	0	0	0	0	0	0
5	20750000	1099	400000	1350000	1050000	831250	1350000	400000
5	21150000	1100	431250	0	0	0	0	431250
5	21581250	1101	218750	0	0	518750	0	518750
5	21800000	1102	1618750	0	300000	0	0	0
5	22100000	1103	0	1318750	1850000	1850000	1318750	1850000
5	23418750	1104	231250	531250	0	0	231250	0
5	23650000	1105	300000	0	0	0	300000	0
5	23950000	1106	595312	595312	595312	595312	595312	595312
5	24545312	1107	307813	307813	604688	307813	307813	307813
5	24853125	1108	296875	296875	0	296875	296875	496875
5	25150000	1109	500000	500000	500000	500000	500000	0
5	25350000	1110	0	0	0	0	0	650000
5	25650000	1111	350000	350000	350000	350000	350000	0
5	26000000	1112	1550000	703125	703125	703125	703125	1550000
5	26703125	1113	0	846875	846875	846875	846875	0
5	26975000	1114	0	0	0	0	0	0
5	27550000	1115	350000	350000	350000	350000	350000	350000
5	27900000	1116	675000	675000	675000	675000	675000	675000
5	28575000	1117	825000	825000	825000	825000	825000	525000
5	29100000	1118	0	0	0	0	0	300000
5	29400000	1119	550000	550000	550000	550000	550000	550000
5	29950000	1120	337500	337500	337500	750000	337500	337500
5	30287500	1121	412500	412500	412500	0	412500	412500
5	30700000	1122	1050000	1050000	1050000	1050000	1050000	1050000
5	31750000	1123	650000	650000	650000	650000	650000	650000
5	32400000	1124	250000	700000	1950000	1950000	250000	1950000
5	32650000	1125	450000	0	0	0	450000	0
5	33100000	1126	1250000	1250000	0	0	1250000	0
5	34350000	1127	1412500	1412500	2132812	2132812	1412500	2132812
5	35762500	1128	720312	720312	0	0	720312	0
5	36482812	1129	842188	842188	842188	842188	842188	3078125
5	37325000	1130	325000	325000	325000	325000	325000	0
5	37650000	1131	1910937	1910937	1910937	1910937	1910937	0
5	39560937	1132	689063	689063	689063	689063	689063	689063
5	40250000	1133	1100000	1100000	1100000	1100000	1100000	1100000
5	41350000	1134	250000	250000	250000	250000	250000	250000
5	41600000	1135	287500	287500	287500	1260937	287500	1260937
5	41887500	1136	973437	973437	973437	0	973437	0
5	42860937	1137	239063	1589063	1589063	1589063	239063	239063
5	43100000	1138	1350000	0	0	0	1350000	1350000
5	44450000	1139	600000	1145312	600000	1145312	1145312	1145312
5	45050000	1140	545312	0	545312	0	0	0
5	45595312	1141	315625	315625	315625	315625	315625	315625
5	45910937	1142	239063	1129688	1129688	1129688	1129688	1129688
5	46150000	1143	890625	0	0	0	0	0
5	47040625	1144	359375	359375	359375	359375	359375	359375
5	47400000	1145	981250	981250	981250	981250	981250	981250
5	48381250	1146	250000	250000	989062	989062	250000	250000
5	48631250	1147	739062	1162500	0	0	739062	739062
5	48950000	1148	0	0	0	0	0	0
5	49370312	1149	423438	0	829688	423438	423438	423438
5	49793750	1150	156250	406250	0	406250	406250	406250
5	49950000	1151	250000	0	0	0	0	0
5	50200000	1152	250000	1500000	1500000	1500000	1500000	1500000
5	50450000	1153	1250000	0	0	0	0	0
5	51700000	1154	250000	1375000	1375000	1375000	1375000	1375000
5	51950000	1155	450000	0	0	0	0	0
5	52400000	1156	450000	0	0	0	0	0
5	52850000	1157	225000	0	0	0	0	0
5	53075000	1158	551562	551562	551562	551562	551562	551562
5	53626562	1159	6573438	6573438	6573438	6573438	6323438	6573438
5	59950000	1160	0	0	0	0	250000	0
5	60200000	1161	850000	850000	850000	850000	850000	850000
5	61050000	1162	1500000	1500000	1500000	1500000	1500000	1500000
5	62550000	1163	2600000	5300000	5300000	5300000	5300000	5300000
5	65150000	1164	1050000	0	0	0	0	0
5	66200000	1165	1650000	0	0	0	0	0
5	67850000	1166	2250000	2250000	2250000	2250000	2250000	3300000
5	70100000	1167	1050000	1050000	1050000	1050000	1050000	0
5	71150000	1168	2150000	2150000	2150000	2150000	2150000	2150000
5	73300000	1169	1000000	1000000	1000000	1000000	1000000	1000000
5	74300000	1170	1550000	1550000	1550000	1550000	1550000	1550000
5	75850000	1171	550000	550000	550000	550000	550000	300000
5	76150000	1172	0	0	0	0	0	1425000
5	76400000	1173	1175000	1175000	1175000	1175000	1175000	0
5	77575000	1174	575000	575000	575000	575000	575000	575000
5	77900000	1175	0	0	0	0	0	0
5	78150000	1176	550000	1742187	1742187	1742187	1742187	1742187
5	78700000	1177	1192187	0	0	0	0	0
5	79892187	1178	257813	257813	257813	257813	257813	257813
5	80150000	1179	1425000	1425000	1425000	1425000	1425000	1425000
5	81575000	1180	3825000	3825000	3825000	3825000	3825000	3825000
5	85400000	1181	1050000	1050000	1050000	1050000	1050000	6370312
5	86450000	1182	300000	300000	300000	300000	5320312	0
5	86750000	1183	5020312	5020312	5020312	5020312	0	0
5	91770312	1184	265625	265625	265625	265625	265625	265625
5	92035937	1185	3039063	3039063	3039063	3039063	3039063	3039063
5	95075000	1186	1075000	1539062	1539062	1539062	1300000	1300000
5	96150000	1187	225000	0	0	0	0	0
5	96375000	1188	239062	0	0	0	239062	239062
5	96614062	1189	1035938	1035938	1035938	1035938	1035938	1035938
5	97650000	1190	500000	500000	500000	500000	500000	300000
5	97950000	1191	0	0	0	0	0	200000
5	98150000	1192	300000	300000	300000	300000	300000	300000
5	98450000	1193	1062500	1062500	1062500	1062500	1350000	1350000
5	99512500	1194	287500	598437	598437	598437	0	0
5	99800000	1195	310937	0	0	0	310937	310937
5	100110937	1196	1179688	1179688	1179688	1179688	1179688	1179688
5	101290625	1197	462500	462500	462500	462500	462500	462500
5	101753125	1198	1484375	1484375	1484375	1484375	1484375	1484375
5	103237500	1199	275000	275000	275000	275000	275000	275000
5	103512500	1200	987500	2437500	2437500	2437500	2437500	4326562
5	104500000	1201	1100000	0	0	0	0	0
5	105600000	1202	900000	0	0	0	0	0
5	105950000	1203	0	1296875	1296875	1296875	1296875	0
5	106500000	1204	746875	0	0	0	0	0
5	107246875	1205	203125	592187	592187	592187	592187	0
5	107450000	1206	389062	0	0	0	0	0
5	107839062	1207	1023438	1023438	1023438	1023438	1023438	1023438
5	108862500	1208	687500	687500	687500	687500	687500	687500
5	109550000	1209	1300000	1300000	1300000	1300000	1300000	1300000
5	110850000	1210	287500	287500	1225000	1225000	287500	750000
5	111137500	1211	262500	262500	0	0	262500	0
5	111400000	1212	200000	200000	0	0	200000	0
5	111600000	1213	475000	475000	0	0	475000	200000
5	111800000	1214	0	0	0	0	0	275000
5	112075000	1215	1125000	1125000	1125000	1125000	1125000	1125000
5	113200000	1216	200000	200000	200000	200000	200000	400000
5	113400000	1217	593750	200000	200000	200000	200000	0
5	113600000	1218	0	393750	393750	393750	393750	500000
5	113993750	1219	250000	250000	250000	250000	250000	0
5	114100000	1220	0	0	0	0	0	143750
5	114243750	1221	606250	0	0	0	606250	0
5	114850000	1222	0	0	0	0	0	0
6	19162500	1223	1037500	1037500	1037500	1037500	1037500	0
6	19825000	1224	0	0	0	0	0	875000
6	20200000	1225	500000	500000	500000	500000	500000	0
6	20700000	1226	300000	540625	540625	300000	300000	300000
6	21000000	1227	240625	0	0	240625	240625	240625
6	21240625	1228	250000	250000	784375	784375	784375	409375
6	21490625	1229	534375	534375	0	0	0	0
6	21650000	1230	0	0	0	0	0	375000
6	22025000	1231	975000	975000	975000	975000	975000	975000
6	23000000	1232	450000	450000	450000	450000	450000	450000
6	23450000	1233	600000	600000	600000	600000	600000	600000
6	24050000	1234	350000	350000	350000	350000	350000	350000
6	24400000	1235	548437	548437	548437	548437	548437	548437
6	24948437	1236	201563	5807813	5807813	5807813	6054688	6054688
6	25150000	1237	5606250	0	0	0	0	0
6	30756250	1238	246875	246875	246875	246875	0	0
6	31003125	1239	859375	859375	859375	859375	371875	371875
6	31375000	1240	0	0	0	0	487500	487500
6	31862500	1241	1148437	1148437	1148437	1148437	1148437	1148437
6	33010937	1242	1289063	1289063	1289063	1289063	1289063	1289063
6	34300000	1243	296875	296875	500000	296875	296875	296875
6	34596875	1244	381250	381250	0	381250	381250	381250
6	34800000	1245	0	0	178125	0	0	0
6	34978125	1246	421875	1321875	1321875	1321875	1321875	1321875
6	35400000	1247	900000	0	0	0	0	0
6	36300000	1248	1393750	1393750	1393750	1393750	1393750	1393750
6	37693750	1249	656250	656250	656250	656250	656250	656250
6	38350000	1250	800000	800000	800000	800000	800000	800000
6	39150000	1251	350000	350000	350000	350000	350000	350000
6	39500000	1252	400000	400000	400000	400000	400000	400000
6	39900000	1253	5450000	5450000	5450000	5450000	5450000	5450000
6	45350000	1254	400000	400000	400000	400000	400000	400000
6	45750000	1255	4300000	4300000	4300000	4300000	4300000	4300000
6	50050000	1256	950000	1325000	1325000	1325000	1325000	1325000
6	51000000	1257	375000	0	0	0	0	0
6	51375000	1258	325000	1162500	1162500	1162500	325000	925000
6	51700000	1259	600000	0	0	0	600000	0
6	52300000	1260	525000	0	0	0	237500	237500
6	52537500	1261	0	287500	287500	287500	287500	287500
6	52825000	1262	981250	981250	981250	981250	275000	275000
6	53100000	1263	0	0	0	0	300000	300000
6	53400000	1264	0	0	0	0	300000	300000
6	53700000	1265	0	0	0	0	1162500	1162500
6	53806250	1266	1056250	1056250	1056250	1056250	0	0
6	54862500	1267	579687	579687	787500	579687	579687	237500
6	55100000	1268	0	0	0	0	0	342187
6	55442187	1269	207813	404688	0	404688	404688	404688
6	55650000	1270	196875	0	1300000	0	0	0
6	55846875	1271	303125	1103125	0	1103125	1103125	1103125
6	56150000	1272	800000	0	0	0	0	0
6	56950000	1273	950000	950000	950000	950000	950000	950000
6	57900000	1274	650000	650000	650000	650000	650000	650000
6	58550000	1275	350000	350000	350000	350000	350000	350000
6	58900000	1276	689062	689062	689062	689062	689062	689062
6	59589062	1277	360938	360938	360938	360938	360938	360938
6	59950000	1278	450000	1100000	1100000	1100000	1100000	1100000
6	60400000	1279	650000	0	0	0	0	0
6	60700000	1280	0	0	0	0	0	0
6	61050000	1281	700000	700000	700000	700000	700000	700000
6	61750000	1282	600000	600000	600000	600000	600000	600000
6	62350000	1283	250000	1450000	1450000	250000	250000	250000
6	62600000	1284	1200000	0	0	1200000	1200000	1200000
6	63800000	1285	1000000	1000000	1000000	1000000	1676562	1676562
6	64800000	1286	676562	676562	676562	676562	0	0
6	65476562	1287	273438	1085938	1085938	1326563	1326563	1085938
6	65750000	1288	812500	0	0	0	0	0
6	66562500	1289	240625	240625	240625	0	0	240625
6	66803125	1290	1021875	1021875	1021875	1021875	1021875	1021875
6	67825000	1291	475000	475000	475000	475000	475000	475000
6	68300000	1292	1043750	1043750	1043750	1043750	1312500	1312500
6	69343750	1293	268750	268750	268750	268750	0	0
6	69612500	1294	350000	350000	350000	350000	350000	350000
6	69962500	1295	287500	287500	287500	287500	287500	287500
6	70250000	1296	1250000	800000	800000	800000	800000	800000
6	71050000	1297	0	450000	450000	450000	450000	450000
6	71500000	1298	1450000	1450000	1450000	1450000	1450000	1450000
6	72950000	1299	450000	450000	450000	450000	450000	450000
6	73400000	1300	1100000	1100000	1100000	1100000	1100000	1100000
6	74500000	1301	300000	462500	300000	300000	462500	462500
6	74800000	1302	162500	0	509375	1303125	0	0
6	74962500	1303	346875	346875	0	0	346875	346875
6	75309375	1304	340625	793750	793750	0	793750	590625
6	75650000	1305	250000	0	0	0	0	0
6	75900000	1306	203125	0	0	0	0	203125
6	76103125	1307	346875	1171875	1171875	1171875	1171875	1171875
6	76450000	1308	825000	0	0	0	0	0
6	77275000	1309	321875	321875	321875	321875	321875	1025000
6	77596875	1310	203125	703125	703125	703125	703125	0
6	77800000	1311	500000	0	0	0	0	0
6	78300000	1312	959375	959375	959375	959375	959375	959375
6	79259375	1313	1590625	1590625	1590625	1590625	1590625	1590625
6	80850000	1314	1150000	1150000	1150000	1150000	1150000	1150000
6	82000000	1315	6625000	6625000	6625000	6625000	6625000	6625000
6	88625000	1316	275000	275000	275000	275000	275000	275000
6	88900000	1317	300000	1850000	1850000	1850000	1850000	1850000
6	89200000	1318	250000	0	0	0	0	0
6	89450000	1319	950000	0	0	0	0	0
6	90400000	1320	350000	0	0	0	0	0
6	90750000	1321	517187	517187	517187	517187	517187	517187
6	91267187	1322	382813	382813	382813	382813	382813	632813
6	91650000	1323	250000	250000	250000	250000	250000	0
6	91900000	1324	350000	600000	600000	600000	600000	600000
6	92250000	1325	250000	0	0	0	0	0
6	92500000	1326	750000	750000	750000	750000	750000	750000
6	93250000	1327	428125	428125	428125	428125	428125	428125
6	93678125	1328	421875	421875	421875	421875	421875	271875
6	93950000	1329	0	0	0	0	0	300000
6	94100000	1330	300000	300000	300000	300000	300000	0
6	94250000	1331	0	0	0	0	0	350000
6	94400000	1332	200000	665625	665625	665625	665625	0
6	94600000	1333	250000	0	0	0	0	250000
6	94850000	1334	215625	0	0	0	0	215625
6	95065625	1335	684375	934375	934375	934375	934375	309375
6	95375000	1336	0	0	0	0	0	375000
6	95750000	1337	250000	0	0	0	0	250000
6	96000000	1338	500000	500000	500000	500000	500000	500000
6	96500000	1339	460937	460937	460937	460937	460937	460937
6	96960937	1340	239063	939063	939063	939063	239063	239063
6	97200000	1341	550000	0	0	0	250000	400000
6	97450000	1342	0	0	0	0	300000	0
6	97600000	1343	0	0	0	0	0	2150000
6	97750000	1344	2125000	0	0	0	2000000	0
6	97900000	1345	0	1400000	1400000	1400000	0	0
6	99300000	1346	0	575000	575000	575000	0	0
6	99750000	1347	0	0	0	0	250000	656250
6	99875000	1348	125000	725000	531250	725000	0	0
6	100000000	1349	406250	0	0	0	406250	0
6	100406250	1350	443750	0	443750	0	443750	443750
6	100600000	1351	0	250000	0	250000	0	0
6	100850000	1352	300000	300000	300000	300000	1960937	1300000
6	101150000	1353	1000000	1000000	1000000	1000000	0	0
6	102150000	1354	660937	660937	275000	660937	0	275000
6	102425000	1355	0	0	1571875	0	0	385937
6	102810937	1356	189063	1185938	0	1185938	876563	876563
6	103000000	1357	400000	0	0	0	0	0
6	103400000	1358	596875	0	0	0	0	0
6	103687500	1359	0	0	0	0	309375	487500
6	103996875	1360	178125	500000	500000	500000	500000	0
6	104175000	1361	321875	0	0	0	0	925000
6	104496875	1362	603125	603125	603125	603125	603125	0
6	105100000	1363	821875	821875	821875	821875	821875	821875
6	105921875	1364	565625	565625	565625	565625	0	0
6	106487500	1365	0	0	0	0	0	0
7	20162500	1366	1037500	1037500	1037500	1037500	1037500	0
7	20900000	1367	0	0	0	0	0	1700000
7	21200000	1368	1400000	1400000	1400000	1000000	1150000	0
7	22200000	1369	0	0	0	400000	0	0
7	22350000	1370	0	0	0	0	250000	0
7	22600000	1371	1200000	1200000	1200000	1200000	1200000	1200000
7	23800000	1372	1600000	4500000	4500000	4500000	1600000	4500000
7	25400000	1373	300000	0	0	0	300000	0
7	25700000	1374	2600000	0	0	0	2600000	0
7	28300000	1375	1100000	1100000	1100000	1100000	1100000	1100000
7	29400000	1376	476562	476562	476562	476562	476562	476562
7	29876562	1377	373438	498438	498438	498438	498438	498438
7	30250000	1378	800000	0	0	0	0	0
7	30375000	1379	0	1425000	1425000	1425000	1425000	1425000
7	31050000	1380	400000	0	0	0	0	0
7	31450000	1381	350000	0	0	0	0	0
7	31800000	1382	650000	650000	650000	850000	650000	650000
7	32450000	1383	1050000	1050000	1050000	0	1050000	1050000
7	32650000	1384	0	0	0	850000	0	0
7	33500000	1385	548437	548437	548437	548437	548437	548437
7	34048437	1386	276563	276563	276563	276563	276563	276563
7	34325000	1387	575000	575000	575000	575000	575000	575000
7	34900000	1388	350000	350000	350000	350000	350000	350000
7	35250000	1389	3000000	3000000	3000000	3000000	3000000	3000000
7	38250000	1390	500000	500000	500000	500000	500000	500000
7	38750000	1391	250000	250000	250000	250000	250000	250000
7	39000000	1392	1050000	1050000	1050000	1050000	1050000	1300000
7	40050000	1393	250000	250000	250000	250000	250000	0
7	40300000	1394	268750	268750	268750	268750	268750	268750
7	40568750	1395	1106250	1106250	1106250	231250	1106250	1106250
7	40800000	1396	0	0	0	875000	0	0
7	41675000	1397	587500	587500	587500	587500	587500	587500
7	42262500	1398	687500	1837500	1837500	1837500	1837500	1837500
7	42950000	1399	700000	0	0	0	0	0
7	43650000	1400	450000	0	0	0	0	0
7	44100000	1401	750000	750000	750000	750000	750000	750000
7	44850000	1402	250000	1075000	1075000	1075000	1075000	1075000
7	45100000	1403	825000	0	0	0	0	0
7	45925000	1404	2676562	2676562	2676562	2676562	2676562	2676562
7	48601562	1405	548438	2048438	2048438	2048438	2048438	2048438
7	49150000	1406	350000	0	0	0	0	0
7	49500000	1407	900000	0	0	0	0	0
7	50400000	1408	250000	0	0	0	0	0
7	50650000	1409	550000	550000	550000	550000	550000	550000
7	51200000	1410	700000	700000	700000	700000	700000	700000
7	51900000	1411	350000	600000	600000	600000	350000	350000
7	52250000	1412	250000	0	0	0	250000	250000
7	52500000	1413	550000	550000	550000	550000	550000	550000
7	53050000	1414	2400000	2400000	2400000	2400000	2400000	2400000
7	55450000	1415	987500	1300000	1300000	1300000	987500	987500
7	56437500	1416	312500	0	0	0	312500	312500
7	56750000	1417	850000	850000	850000	850000	850000	850000
7	57600000	1418	250000	250000	250000	250000	250000	250000
7	57850000	1419	650000	650000	650000	650000	650000	650000
7	58500000	1420	750000	750000	1450000	1450000	750000	1450000
7	59250000	1421	700000	700000	0	0	700000	0
7	59950000	1422	675000	675000	918750	918750	918750	675000
7	60625000	1423	243750	243750	0	0	0	425000
7	60868750	1424	506250	1231250	506250	506250	506250	0
7	61050000	1425	0	0	0	0	0	325000
7	61375000	1426	725000	0	725000	725000	725000	725000
7	62100000	1427	500000	500000	500000	500000	500000	250000
7	62350000	1428	0	0	0	0	0	250000
7	62600000	1429	437500	1143750	1143750	1143750	437500	437500
7	63037500	1430	400000	0	0	0	400000	400000
7	63437500	1431	306250	0	0	0	462500	306250
7	63743750	1432	156250	706250	706250	706250	0	706250
7	63900000	1433	250000	0	0	0	250000	0
7	64150000	1434	300000	0	0	0	300000	0
7	64450000	1435	625000	1125000	1125000	625000	1125000	1750000
7	65075000	1436	500000	0	0	500000	0	0
7	65300000	1437	0	0	0	0	0	0
7	65575000	1438	275000	1250000	1250000	1250000	275000	0
7	65850000	1439	350000	0	0	0	350000	0
7	66200000	1440	400000	0	0	0	400000	250000
7	66450000	1441	0	0	0	0	0	375000
7	66600000	1442	225000	0	0	0	225000	0
7	66825000	1443	375000	375000	375000	375000	375000	375000
7	67200000	1444	431250	431250	431250	431250	431250	300000
7	67500000	1445	0	0	0	0	0	634375
7	67631250	1446	503125	503125	503125	875000	503125	0
7	68134375	1447	371875	371875	371875	0	371875	371875
7	68506250	1448	793750	793750	793750	793750	793750	793750
7	69300000	1449	450000	450000	450000	450000	450000	450000
7	69750000	1450	1148437	1148437	1148437	1148437	1148437	1148437
7	70898437	1451	301563	1654688	1654688	1654688	1654688	601563
7	71200000	1452	900000	0	0	0	0	0
7	71500000	1453	0	0	0	0	0	400000
7	71900000	1454	0	0	0	0	0	400000
7	72100000	1455	200000	0	0	0	0	0
7	72300000	1456	253125	0	0	0	0	253125
7	72553125	1457	371875	371875	371875	371875	371875	371875
7	72925000	1458	287500	623437	623437	287500	287500	287500
7	73212500	1459	335937	0	0	335937	335937	335937
7	73548437	1460	551563	695313	695313	695313	551563	695313
7	73900000	1461	0	0	0	0	0	0
7	74100000	1462	143750	0	0	0	250000	0
7	74243750	1463	392187	392187	392187	392187	0	392187
7	74350000	1464	0	0	0	0	285937	0
7	74635937	1465	264063	639063	1010938	1010938	639063	639063
7	74900000	1466	375000	0	0	0	0	0
7	75275000	1467	371875	825000	0	0	371875	825000
7	75646875	1468	453125	0	453125	453125	453125	0
7	76100000	1469	318750	318750	318750	318750	318750	318750
7	76418750	1470	790625	790625	1428125	790625	790625	790625
7	77209375	1471	390625	637500	0	637500	637500	637500
7	77450000	1472	0	0	0	0	0	0
7	77600000	1473	246875	0	0	0	0	0
7	77846875	1474	328125	328125	328125	328125	328125	328125
7	78175000	1475	925000	1075000	1075000	1075000	1343750	925000
7	79100000	1476	150000	0	0	0	0	1600000
7	79250000	1477	268750	268750	268750	268750	0	0
7	79518750	1478	1181250	1181250	1181250	1181250	1181250	0
7	80700000	1479	931250	931250	931250	600000	600000	600000
7	81300000	1480	0	0	0	331250	331250	331250
7	81631250	1481	943750	943750	943750	943750	943750	943750
7	82575000	1482	1118750	1275000	1118750	1118750	1118750	1118750
7	83693750	1483	156250	0	1206250	1206250	456250	1081250
7	83850000	1484	300000	1050000	0	0	0	0
7	84150000	1485	750000	0	0	0	625000	0
7	84775000	1486	0	0	0	0	950000	950000
7	84900000	1487	825000	825000	825000	825000	0	0
7	85725000	1488	675000	675000	675000	675000	675000	525000
7	86250000	1489	0	0	0	0	0	2600000
7	86400000	1490	2578125	2578125	2578125	2578125	2578125	0
7	88850000	1491	0	0	0	0	0	550000
7	88978125	1492	421875	421875	421875	421875	421875	0
7	89400000	1493	400000	400000	400000	400000	400000	550000
7	89800000	1494	400000	400000	400000	400000	400000	0
7	89950000	1495	0	0	0	0	0	700000
7	90200000	1496	650000	450000	450000	450000	450000	0
7	90650000	1497	0	900000	900000	900000	900000	900000
7	90850000	1498	250000	0	0	0	0	0
7	91100000	1499	450000	0	0	0	0	0
7	91550000	1500	1100000	1725000	1350000	1725000	1350000	1725000
7	92650000	1501	625000	0	0	0	0	0
7	92900000	1502	0	0	375000	0	375000	0
7	93275000	1503	279687	279687	279687	279687	279687	279687
7	93554687	1504	1145313	1145313	1145313	1145313	1145313	1145313
7	94700000	1505	700000	1000000	250000	250000	4250000	250000
7	94950000	1506	0	0	4000000	4000000	0	4000000
7	95150000	1507	0	0	0	0	0	0
7	95400000	1508	300000	0	0	0	0	0
7	95700000	1509	200000	1425000	0	0	0	0
7	95900000	1510	250000	0	0	0	0	0
7	96150000	1511	500000	0	0	0	0	0
7	96650000	1512	250000	0	0	0	0	0
7	96900000	1513	225000	0	0	0	0	0
7	97125000	1514	1275000	1825000	0	0	0	0
7	98400000	1515	550000	0	0	0	0	0
7	98950000	1516	800000	800000	800000	800000	800000	800000
7	99750000	1517	606250	606250	606250	606250	606250	606250
7	100356250	1518	793750	793750	793750	793750	793750	793750
7	101150000	1519	400000	400000	650000	400000	400000	400000
7	101550000	1520	250000	250000	0	250000	250000	250000
7	101800000	1521	381250	381250	381250	381250	381250	381250
7	102181250	1522	0	0	0	0	0	0
8	400000	1523	2821875	0	0	0	0	0
8	700000	1524	0	500000	1121875	1121875	0	0
8	1200000	1525	0	621875	0	0	0	0
8	1821875	1526	0	1400000	1400000	1400000	228125	0
8	2050000	1527	0	0	0	0	1171875	0
8	2250000	1528	0	0	0	0	0	0
8	2550000	1529	0	0	0	0	0	975000
8	2750000	1530	0	0	0	0	0	0
8	3221875	1531	1228125	303125	303125	303125	303125	0
8	3525000	1532	0	925000	925000	925000	925000	1425000
8	4450000	1533	700000	700000	700000	700000	700000	0
8	4950000	1534	0	0	0	0	0	3650000
8	5150000	1535	1100000	3450000	3450000	3450000	3450000	0
8	6250000	1536	2350000	0	0	0	0	0
8	8600000	1537	650000	650000	650000	650000	650000	500000
8	9100000	1538	0	0	0	0	0	1250000
8	9250000	1539	1100000	1100000	1100000	1100000	1100000	0
8	10350000	1540	250000	250000	693750	250000	250000	693750
8	10600000	1541	443750	443750	0	443750	443750	0
8	11043750	1542	381250	381250	1156250	1156250	1156250	868750
8	11425000	1543	225000	487500	0	0	0	0
8	11650000	1544	262500	0	0	0	0	0
8	11912500	1545	287500	287500	0	0	0	678125
8	12200000	1546	390625	754687	390625	754687	390625	0
8	12590625	1547	364062	0	364062	0	364062	364062
8	12954687	1548	1045313	1045313	1045313	1045313	1045313	1045313
8	14000000	1549	400000	737500	737500	737500	400000	737500
8	14400000	1550	337500	0	0	0	337500	0
8	14737500	1551	1112500	1587500	1587500	1587500	1112500	1587500
8	15600000	1552	0	0	0	0	0	0
8	15850000	1553	475000	0	0	0	475000	0
8	16325000	1554	1850000	2325000	2325000	2325000	1975000	1850000
8	18175000	1555	475000	0	0	0	0	1421875
8	18300000	1556	0	0	0	0	728125	0
8	18650000	1557	378125	946875	378125	378125	0	0
8	19028125	1558	568750	0	568750	568750	568750	0
8	19596875	1559	278125	278125	278125	278125	278125	278125
8	19875000	1560	550000	550000	550000	550000	550000	550000
8	20425000	1561	325000	325000	325000	325000	325000	325000
8	20750000	1562	400000	400000	400000	1950000	400000	1950000
8	21150000	1563	250000	250000	250000	0	250000	0
8	21400000	1564	437500	437500	437500	0	437500	0
8	21837500	1565	400000	862500	400000	0	400000	0
8	22237500	1566	462500	0	462500	0	462500	0
8	22700000	1567	378125	378125	378125	378125	378125	771875
8	23078125	1568	393750	393750	393750	393750	393750	0
8	23471875	1569	278125	278125	278125	278125	278125	528125
8	23750000	1570	250000	800000	800000	800000	800000	0
8	24000000	1571	550000	0	0	0	0	550000
8	24550000	1572	679687	679687	679687	679687	679687	679687
8	24850000	1573	0	0	0	0	0	0
8	25229687	1574	1920313	1920313	1920313	1920313	1920313	2270313
8	27150000	1575	350000	350000	350000	350000	350000	0
8	27500000	1576	750000	750000	750000	750000	750000	1650000
8	28250000	1577	750000	750000	750000	1800000	2728125	0
8	29000000	1578	450000	450000	450000	0	0	0
8	29150000	1579	0	0	0	0	0	1600000
8	29450000	1580	600000	600000	600000	0	0	0
8	30050000	1581	700000	700000	700000	700000	0	0
8	30750000	1582	228125	228125	228125	228125	0	700000
8	30978125	1583	471875	471875	471875	471875	471875	0
8	31450000	1584	498437	498437	498437	498437	498437	498437
8	31948437	1585	401563	1745313	1745313	401563	401563	1601563
8	32350000	1586	300000	0	0	300000	300000	0
8	32650000	1587	750000	0	0	400000	1043750	0
8	33050000	1588	0	0	0	643750	0	0
8	33400000	1589	293750	0	0	0	0	0
8	33550000	1590	0	0	0	0	0	500000
8	33693750	1591	356250	356250	356250	356250	356250	0
8	34050000	1592	996875	996875	996875	996875	996875	12623437
8	35046875	1593	250000	250000	250000	250000	250000	0
8	35296875	1594	11376562	11376562	11376562	11376562	11376562	0
8	46673437	1595	326563	326563	326563	326563	326563	326563
8	47000000	1596	1250000	1250000	1250000	1250000	1250000	1250000
8	48250000	1597	406250	406250	406250	406250	406250	406250
8	48656250	1598	790625	790625	790625	790625	790625	790625
8	49446875	1599	553125	553125	553125	553125	553125	553125
8	50000000	1600	860937	860937	860937	860937	860937	860937
8	50860937	1601	2189063	2189063	2189063	2189063	2189063	2189063
8	53050000	1602	500000	500000	500000	500000	500000	500000
8	53550000	1603	1900000	1900000	1900000	1900000	1900000	1900000
8	55450000	1604	450000	450000	450000	450000	450000	450000
8	55900000	1605	475000	475000	475000	475000	475000	475000
8	56375000	1606	1150000	2425000	2425000	2425000	1150000	1150000
8	57525000	1607	525000	0	0	0	1275000	1275000
8	58050000	1608	750000	0	0	0	0	0
8	58800000	1609	7600000	7600000	7600000	7600000	4500000	7600000
8	63300000	1610	0	0	0	0	3100000	0
8	66400000	1611	525000	4450000	1100000	1100000	825000	525000
8	66925000	1612	300000	0	0	0	0	3675000
8	67225000	1613	275000	0	0	0	275000	0
8	67500000	1614	900000	0	900000	900000	900000	0
8	68400000	1615	500000	0	993750	993750	993750	0
8	68650000	1616	0	0	0	0	0	0
8	68900000	1617	493750	0	0	0	0	0
8	69393750	1618	362500	0	362500	362500	362500	0
8	69756250	1619	431250	0	431250	1093750	431250	0
