ensembl_gene_id	HCT116_Nut0h_1	HCT116_Nut0h_2	HCT116_Nut10h_1	HCT116_Nut10h_2	HCT116_Nut1h_1	HCT116_Nut1h_2
ENSG00000265575	0	0	0	0	0	0
ENSG00000265577	1	4	1	4	8	8
ENSG00000265579	0	0	0	0	0	0
ENSG00000265580	0	0	0	0	0	0
ENSG00000265582	0	0	0	0	0	0
ENSG00000265583	0	0	0	0	0	0
ENSG00000265584	0	0	0	0	0	0
ENSG00000265585	0	0	0	0	0	0
ENSG00000265587	0	0	0	0	0	0
ENSG00000265588	0	0	0	0	0	0
ENSG00000265589	0	0	0	0	0	0
ENSG00000265590	2	1	0	0	0	0
ENSG00000265591	0	0	0	0	0	0
ENSG00000265592	0	0	0	0	0	0
ENSG00000265593	0	0	0	0	0	0
ENSG00000265595	0	0	0	0	0	0
ENSG00000265596	0	0	0	0	0	0
ENSG00000265597	0	0	0	0	0	0
ENSG00000265598	0	0	0	0	0	0
ENSG00000265599	0	0	0	0	0	0
ENSG00000265600	0	0	0	0	0	0
ENSG00000265601	0	0	0	0	0	0
ENSG00000265603	0	0	1	1	0	0
ENSG00000265604	0	0	0	0	0	0
ENSG00000265605	0	1	0	0	0	0
ENSG00000265606	0	0	0	0	0	0
ENSG00000265610	0	0	0	0	0	0
ENSG00000265611	2	9	4	3	10	0
ENSG00000265612	0	0	0	0	0	0
ENSG00000265613	0	0	0	1	0	0
ENSG00000265614	0	0	0	0	0	0
ENSG00000265615	0	0	0	0	0	0
ENSG00000265616	0	0	0	0	0	0
ENSG00000265617	0	0	0	0	0	0
ENSG00000265618	0	0	0	0	0	0
ENSG00000265619	0	0	0	0	0	0
ENSG00000265621	0	1	0	1	1	0
ENSG00000265623	0	0	0	0	0	0
ENSG00000265624	0	0	0	0	0	0
ENSG00000265625	1	2	1	0	3	3
ENSG00000265626	0	0	0	0	0	0
ENSG00000265627	0	0	0	0	0	0
ENSG00000265628	0	0	0	0	0	0
ENSG00000265629	0	0	0	0	0	0
ENSG00000265631	0	0	0	0	0	0
ENSG00000265632	0	0	0	0	0	0
ENSG00000265635	0	0	0	0	0	0
ENSG00000265636	0	0	0	0	0	0
ENSG00000265637	0	0	0	0	0	0
ENSG00000265638	3	10	8	3	8	5
ENSG00000265639	0	0	0	0	0	0
ENSG00000265641	0	0	0	0	0	0
ENSG00000265642	0	0	0	0	0	0
ENSG00000265643	0	0	0	0	0	0
ENSG00000265644	0	0	0	0	0	0
ENSG00000265645	0	0	0	0	0	0
ENSG00000265646	0	1	0	0	0	0
ENSG00000265647	0	0	0	0	0	0
ENSG00000265648	0	0	1	0	0	1
ENSG00000265649	0	0	0	0	0	0
ENSG00000265650	0	0	0	0	1	2
ENSG00000265653	0	0	0	0	0	0
ENSG00000265654	0	0	0	0	3	2
ENSG00000265655	0	0	0	0	0	0
ENSG00000265656	1	2	4	1	4	5
ENSG00000265657	0	0	0	2	0	0
ENSG00000265658	0	0	0	0	0	0
ENSG00000265660	80	67	104	94	42	26
ENSG00000265661	0	0	0	0	0	0
ENSG00000265662	0	0	0	0	0	0
ENSG00000265664	0	0	0	0	0	0
ENSG00000265665	0	0	0	0	0	0
ENSG00000265666	42	49	61	59	17	4
ENSG00000265667	0	0	0	0	0	0
ENSG00000265669	0	0	0	0	0	0
ENSG00000265670	0	0	0	0	0	0
ENSG00000265671	0	0	0	0	0	0
ENSG00000265672	0	0	0	0	0	0
ENSG00000265673	0	0	0	0	0	0
ENSG00000265675	0	0	0	0	0	0
ENSG00000265676	0	1	0	0	0	0
ENSG00000265677	1	3	2	0	1	1
ENSG00000265678	26	43	19	33	18	17
ENSG00000265679	0	0	0	0	0	0
ENSG00000265680	0	0	0	0	0	0
ENSG00000265681	977	941	1085	1106	710	620
ENSG00000265682	0	0	0	0	0	0
ENSG00000265683	9	12	7	8	18	17
ENSG00000265684	0	0	0	0	0	0
ENSG00000265686	0	0	0	0	0	0
ENSG00000265687	0	0	0	0	0	0
ENSG00000265688	1001	667	722	636	189	157
ENSG00000265689	0	0	0	0	0	0
ENSG00000265690	0	0	0	0	0	0
ENSG00000265691	0	0	0	0	0	0
ENSG00000265692	22	16	14	14	15	15
ENSG00000265693	0	0	0	0	0	0
ENSG00000265694	0	0	0	0	0	0
ENSG00000265695	0	0	0	0	0	0
ENSG00000265696	0	0	0	0	0	0
ENSG00000265697	0	0	0	0	0	0
ENSG00000265698	0	0	0	0	0	0
ENSG00000265699	0	0	0	0	0	0
ENSG00000265700	0	0	0	0	0	0
ENSG00000265702	0	0	0	8	0	0
ENSG00000265703	0	0	0	0	0	0
ENSG00000265704	0	0	0	0	0	0
ENSG00000265705	0	0	0	0	0	0
ENSG00000265706	0	0	1	4	1	0
ENSG00000265708	0	0	0	0	0	0
ENSG00000265709	0	0	0	0	0	0
ENSG00000265710	53	35	47	17	0	0
ENSG00000265711	0	0	0	0	0	0
ENSG00000265712	0	0	0	0	0	0
ENSG00000265713	0	0	0	1	2	0
ENSG00000265714	0	0	0	0	0	0
ENSG00000265715	0	0	0	0	0	0
ENSG00000265717	0	1	0	0	0	0
ENSG00000265719	0	0	0	0	0	0
ENSG00000265720	0	0	0	0	0	0
ENSG00000265722	0	0	0	0	0	0
ENSG00000265724	1	1	2	2	4	3
ENSG00000265725	0	0	0	0	0	0
ENSG00000265727	0	0	0	0	2	2
ENSG00000265728	7	10	13	16	12	6
ENSG00000265730	0	0	0	0	0	0
ENSG00000265731	0	0	0	0	0	0
ENSG00000265734	0	0	0	0	0	0
ENSG00000265735	1	4	0	2	0	0
ENSG00000265736	0	0	0	0	0	0
ENSG00000265737	0	0	0	0	0	0
ENSG00000265739	0	0	0	0	1	0
ENSG00000265740	0	0	0	0	0	0
ENSG00000265741	0	0	0	0	0	0
ENSG00000265743	17	16	31	37	26	13
ENSG00000265744	0	0	0	0	0	0
ENSG00000265745	0	0	0	0	0	0
ENSG00000265746	0	0	0	0	0	0
ENSG00000265747	0	0	0	0	0	0
ENSG00000265748	0	0	0	0	0	0
ENSG00000265749	19	26	36	38	73	57
ENSG00000265750	1	1	3	3	3	0
ENSG00000265751	0	0	0	0	0	0
ENSG00000265752	0	0	0	0	1	1
ENSG00000265753	1	1	1	0	0	0
ENSG00000265758	0	0	0	0	0	0
ENSG00000265759	0	0	0	1	0	0
ENSG00000265764	0	0	0	0	0	0
ENSG00000265766	0	0	0	0	0	1
ENSG00000265767	0	0	0	0	0	0
ENSG00000265768	0	0	0	0	0	0
ENSG00000265769	0	0	0	0	1	0
ENSG00000265770	0	0	0	0	0	0
ENSG00000265771	0	0	0	0	0	0
ENSG00000265774	0	0	0	0	0	0
ENSG00000265775	0	0	0	0	0	0
ENSG00000265776	0	0	0	0	0	0
ENSG00000265777	0	0	0	0	0	0
ENSG00000265778	27	43	59	53	21	17
ENSG00000265780	0	0	0	0	0	0
ENSG00000265781	0	0	0	0	0	0
ENSG00000265783	0	0	0	0	0	0
ENSG00000265784	0	0	0	0	0	0
ENSG00000265786	0	0	0	0	0	0
ENSG00000265787	0	2	1	4	2	1
ENSG00000265788	1	0	0	0	0	0
ENSG00000265789	0	0	0	0	0	0
ENSG00000265790	0	0	0	0	1	0
ENSG00000265791	1	2	1	4	11	7
ENSG00000265793	0	0	0	0	0	0
ENSG00000265794	0	0	0	0	0	0
ENSG00000265796	0	0	0	0	0	0
ENSG00000265798	0	0	0	1	0	0
ENSG00000265799	1	0	0	0	0	3
ENSG00000265800	12	12	5	10	50	32
ENSG00000265801	0	0	0	0	0	0
ENSG00000265802	4	1	2	1	4	3
ENSG00000265803	0	0	0	0	0	0
ENSG00000265804	0	0	0	0	0	0
ENSG00000265806	38	27	23	14	24	27
ENSG00000265807	0	0	0	0	0	0
ENSG00000265809	0	0	0	0	0	0
ENSG00000265810	0	0	0	0	0	0
ENSG00000265812	0	0	0	0	0	0
ENSG00000265813	0	0	0	1	0	0
ENSG00000265814	1	0	0	0	0	0
ENSG00000265815	0	0	0	0	0	0
ENSG00000265817	0	1	0	0	1	1
ENSG00000265818	0	0	0	0	0	0
ENSG00000265819	0	0	0	0	0	0
ENSG00000265820	0	0	0	0	1	0
ENSG00000265821	0	1	1	0	1	0
ENSG00000265822	0	0	0	0	0	0
ENSG00000265824	0	0	0	0	0	0
ENSG00000265826	0	0	0	0	0	0
ENSG00000265827	0	0	0	0	0	0
ENSG00000265828	0	0	0	1	0	1
ENSG00000265829	0	0	0	0	0	0
ENSG00000265830	0	0	0	0	0	0
ENSG00000265831	0	0	0	0	0	0
ENSG00000265833	0	0	0	0	0	0
ENSG00000265835	0	0	0	0	0	0
ENSG00000265836	0	0	0	0	0	0
ENSG00000265837	0	0	0	0	0	0
ENSG00000265839	0	0	0	0	0	0
ENSG00000265840	0	0	0	0	0	0
ENSG00000265841	0	0	0	0	0	0
ENSG00000265842	0	0	0	0	0	0
ENSG00000265843	0	0	0	0	0	2
ENSG00000265844	0	0	0	0	0	0
ENSG00000265845	0	0	0	0	1	1
ENSG00000265846	0	0	0	0	0	0
ENSG00000265847	0	0	0	0	0	0
ENSG00000265848	0	0	0	0	0	0
ENSG00000265850	0	0	0	0	0	0
ENSG00000265853	0	0	0	0	0	0
ENSG00000265855	0	2	0	0	0	1
ENSG00000265856	0	0	0	0	0	0
ENSG00000265858	0	0	0	0	0	0
ENSG00000265859	0	0	0	0	0	0
ENSG00000265860	0	0	0	0	1	0
ENSG00000265861	0	0	0	0	0	0
ENSG00000265863	0	0	0	0	0	0
ENSG00000265864	0	0	0	0	0	0
ENSG00000265865	0	0	0	0	0	0
ENSG00000265866	0	0	0	0	0	0
ENSG00000265867	0	0	0	0	1	0
ENSG00000265868	0	0	0	0	0	0
ENSG00000265869	0	0	0	0	0	0
ENSG00000265870	0	0	0	0	0	0
ENSG00000265871	0	0	0	0	0	0
ENSG00000265872	0	0	0	0	0	0
ENSG00000265873	0	0	0	0	0	0
ENSG00000265874	5	4	3	5	2	1
ENSG00000265875	0	0	0	0	0	0
ENSG00000265876	0	0	0	0	0	0
ENSG00000265878	0	0	0	0	0	0
ENSG00000265879	0	0	0	1	0	0
ENSG00000265881	0	0	0	0	0	0
ENSG00000265882	0	0	0	0	0	0
ENSG00000265883	0	0	0	0	0	0
ENSG00000265885	0	0	0	0	0	0
ENSG00000265887	0	0	0	0	0	0
ENSG00000265888	2	2	1	0	2	0
ENSG00000265890	0	0	0	0	0	0
ENSG00000265891	0	0	0	0	2	0
ENSG00000265892	0	0	0	0	0	0
ENSG00000265893	0	0	0	0	1	0
ENSG00000265894	1	0	0	0	0	0
ENSG00000265898	0	0	0	0	0	0
ENSG00000265899	0	0	0	0	0	0
ENSG00000265900	0	0	0	0	0	0
ENSG00000265901	0	0	0	0	2	0
ENSG00000265902	0	0	0	0	0	0
ENSG00000265904	0	0	0	0	0	0
ENSG00000265905	0	0	0	0	0	0
ENSG00000265907	0	0	3	4	0	2
ENSG00000265908	0	3	0	0	0	1
ENSG00000265910	0	0	0	0	0	0
ENSG00000265911	0	0	0	0	0	0
ENSG00000265912	8	3	5	6	1	9
ENSG00000265916	0	0	0	0	0	0
ENSG00000265917	2	2	1	1	3	2
ENSG00000265918	0	0	0	0	0	0
ENSG00000265919	0	0	0	0	0	0
ENSG00000265924	0	0	0	0	0	0
ENSG00000265927	0	0	0	0	0	0
ENSG00000265929	0	0	0	0	0	0
ENSG00000265930	1	1	0	1	0	0
ENSG00000265931	0	0	0	0	0	0
ENSG00000265932	2	0	0	0	0	0
ENSG00000265933	0	0	0	0	0	0
ENSG00000265934	0	0	0	0	0	0
ENSG00000265935	0	0	0	0	0	0
ENSG00000265936	1	1	4	2	22	11
ENSG00000265939	3	1	1	1	5	1
ENSG00000265940	0	0	0	0	0	0
ENSG00000265942	0	0	0	0	0	0
ENSG00000265943	1	2	3	7	6	2
ENSG00000265944	0	0	0	0	0	0
ENSG00000265945	0	1	1	2	3	5
ENSG00000265946	0	0	0	0	0	0
ENSG00000265948	0	0	0	0	0	0
ENSG00000265953	0	1	1	0	0	2
ENSG00000265954	1	0	0	0	0	0
ENSG00000265956	0	0	0	0	0	0
ENSG00000265957	0	0	0	0	0	0
ENSG00000265959	0	0	0	0	0	0
ENSG00000265960	0	0	0	0	0	0
ENSG00000265962	0	0	0	2	0	0
ENSG00000265964	0	0	0	0	0	0
ENSG00000265965	0	0	0	0	0	0
ENSG00000265967	0	0	0	0	0	0
ENSG00000265968	0	0	0	0	0	0
ENSG00000265971	0	0	0	0	0	0
ENSG00000265975	0	0	0	0	0	0
ENSG00000265976	0	0	0	0	0	0
ENSG00000265977	0	0	0	0	0	0
ENSG00000265978	0	0	0	0	0	0
ENSG00000265979	0	0	0	0	2	0
ENSG00000265980	0	0	0	0	0	0
ENSG00000265981	0	0	0	1	0	0
ENSG00000265982	53	67	101	90	6	6
ENSG00000265984	0	0	0	0	0	0
ENSG00000265985	0	0	0	0	0	0
ENSG00000265986	0	0	0	0	0	0
ENSG00000265987	0	0	0	0	0	0
ENSG00000265990	0	0	0	0	0	0
ENSG00000265991	0	0	0	0	0	0
ENSG00000265992	0	0	7	288	0	0
ENSG00000265993	0	0	0	0	0	0
ENSG00000265994	0	0	0	0	0	0
ENSG00000265995	0	0	0	0	0	0
ENSG00000265996	1	0	1	4	1	0
ENSG00000265997	0	0	0	0	0	0
ENSG00000265999	0	0	0	0	0	0
ENSG00000266000	0	0	0	0	0	0
ENSG00000266001	1	0	0	0	0	0
ENSG00000266002	0	0	0	0	0	0
ENSG00000266003	0	0	0	0	0	0
ENSG00000266005	0	0	0	0	0	0
ENSG00000266006	0	0	0	0	0	0
ENSG00000266007	0	0	0	0	0	0
ENSG00000266008	0	0	0	0	0	0
ENSG00000266009	0	0	0	0	0	0
ENSG00000266010	7	9	3	2	4	3
ENSG00000266012	0	0	0	0	0	0
ENSG00000266013	0	0	0	0	0	0
ENSG00000266014	0	0	0	0	0	0
ENSG00000266015	0	0	0	0	0	0
ENSG00000266016	0	0	0	0	0	0
ENSG00000266017	1	0	1	4	4	0
ENSG00000266018	0	0	0	0	0	0
ENSG00000266019	0	0	0	0	0	0
ENSG00000266020	2	0	0	0	0	0
ENSG00000266021	0	0	0	0	0	0
ENSG00000266023	0	0	0	0	0	0
ENSG00000266024	0	0	0	0	0	0
ENSG00000266025	0	0	0	0	0	0
ENSG00000266026	0	0	0	0	0	0
ENSG00000266029	0	0	0	0	0	0
ENSG00000266030	0	0	0	0	0	0
ENSG00000266032	9	2	1	3	1	3
ENSG00000266033	0	0	0	0	0	0
ENSG00000266036	0	1	0	0	0	0
ENSG00000266037	36	28	27	32	3	6
ENSG00000266038	0	1	1	0	8	0
ENSG00000266039	0	0	0	0	0	0
ENSG00000266040	8	12	11	10	10	3
ENSG00000266041	0	0	0	0	0	0
ENSG00000266042	0	0	0	0	0	0
ENSG00000266043	0	0	0	1	0	0
ENSG00000266044	0	0	0	1	1	0
ENSG00000266045	0	0	0	0	0	0
ENSG00000266046	0	0	0	0	0	1
ENSG00000266047	0	0	0	0	0	0
ENSG00000266048	0	0	0	0	0	0
ENSG00000266049	0	0	0	0	0	0
ENSG00000266050	0	0	0	0	0	0
ENSG00000266051	0	0	0	0	0	0
ENSG00000266052	0	0	0	0	0	0
ENSG00000266053	14	9	20	22	21	21
ENSG00000266055	0	0	0	0	0	0
ENSG00000266057	0	0	0	0	0	0
ENSG00000266058	0	0	0	0	0	0
ENSG00000266059	0	0	0	0	0	0
ENSG00000266060	0	0	0	0	0	0
ENSG00000266061	0	0	0	0	0	0
ENSG00000266063	0	0	0	0	2	0
ENSG00000266065	0	0	0	0	0	0
ENSG00000266066	15	17	24	14	5	4
ENSG00000266069	0	0	0	0	0	0
ENSG00000266070	0	0	0	0	0	0
ENSG00000266071	0	0	0	0	0	0
ENSG00000266072	0	1	0	0	0	0
ENSG00000266073	0	0	0	0	0	0
ENSG00000266075	3	1	1	5	1	1
ENSG00000266076	1	0	0	0	0	0
ENSG00000266077	0	0	0	0	0	0
ENSG00000266078	0	0	0	0	0	0
ENSG00000266079	0	0	0	0	1	0
ENSG00000266082	0	0	0	0	0	0
ENSG00000266083	2	0	0	0	0	0
ENSG00000266085	0	0	0	0	0	0
ENSG00000266086	0	0	0	1	0	0
ENSG00000266087	0	0	0	0	0	0
ENSG00000266088	19	17	14	25	29	20
ENSG00000266089	0	0	1	0	0	0
ENSG00000266090	0	0	0	0	0	0
ENSG00000266096	0	0	0	0	0	0
ENSG00000266097	0	0	0	0	0	0
ENSG00000266098	1	1	2	1	14	2
ENSG00000266099	0	0	0	0	0	0
ENSG00000266100	0	0	0	0	0	0
ENSG00000266101	0	0	0	0	1	0
ENSG00000266102	0	0	0	0	0	0
ENSG00000266103	0	0	0	0	0	0
ENSG00000266104	1	1	5	1	2	0
ENSG00000266105	0	0	0	0	0	0
ENSG00000266106	0	0	0	0	0	0
ENSG00000266107	2	0	0	0	0	0
ENSG00000266108	0	0	0	0	0	0
ENSG00000266109	0	0	0	0	0	1
ENSG00000266110	0	0	0	0	0	0
ENSG00000266111	1	3	1	0	3	1
ENSG00000266112	0	0	0	0	0	0
ENSG00000266114	0	0	0	0	0	0
ENSG00000266115	0	0	0	0	0	0
ENSG00000266117	0	0	0	0	1	0
ENSG00000266118	0	0	0	0	0	0
ENSG00000266120	0	0	0	1	0	0
ENSG00000266121	0	0	0	0	0	0
ENSG00000266122	0	0	0	0	0	0
ENSG00000266123	0	0	0	0	0	0
ENSG00000266124	2	5	4	1	6	5
ENSG00000266125	0	0	0	0	0	0
ENSG00000266126	0	1	1	2	5	5
ENSG00000266127	0	0	0	1	1	0
ENSG00000266128	0	0	0	0	0	0
ENSG00000266129	0	0	0	0	0	0
ENSG00000266133	0	0	0	0	0	0
ENSG00000266135	0	0	0	0	0	0
ENSG00000266136	0	0	0	0	0	0
ENSG00000266138	0	0	0	0	0	0
ENSG00000266139	0	0	0	0	1	0
ENSG00000266140	0	0	0	0	0	0
ENSG00000266141	0	0	0	0	1	0
ENSG00000266143	0	0	0	0	0	0
ENSG00000266144	0	0	0	0	0	0
ENSG00000266145	1	0	0	2	2	0
ENSG00000266146	0	0	0	0	0	0
ENSG00000266148	0	0	0	0	0	0
ENSG00000266149	0	1	0	0	0	0
ENSG00000266150	0	0	0	0	0	0
ENSG00000266151	0	0	0	0	0	0
ENSG00000266152	1	0	0	0	0	0
ENSG00000266153	0	0	0	0	0	0
ENSG00000266154	0	0	0	0	0	0
ENSG00000266155	0	0	1	0	0	0
ENSG00000266156	0	0	0	0	0	0
ENSG00000266158	0	0	0	0	0	0
ENSG00000266160	0	0	0	0	0	0
ENSG00000266162	0	0	0	0	0	0
ENSG00000266163	0	0	0	0	0	0
ENSG00000266164	28	17	17	13	13	6
ENSG00000266166	0	0	0	0	0	0
ENSG00000266168	0	0	0	0	0	0
ENSG00000266171	0	1	2	4	6	2
ENSG00000266172	0	0	0	0	0	0
ENSG00000266173	202	218	267	289	140	80
ENSG00000266174	0	0	1	0	0	0
ENSG00000266175	0	0	0	0	0	0
ENSG00000266176	2	3	0	1	0	3
ENSG00000266179	0	0	0	0	0	0
ENSG00000266180	0	0	0	0	0	0
ENSG00000266181	0	0	0	0	0	0
ENSG00000266183	0	0	0	0	0	0
ENSG00000266184	0	0	0	0	0	0
ENSG00000266185	0	0	0	0	0	0
ENSG00000266186	0	0	0	0	0	0
ENSG00000266187	0	0	0	0	0	0
ENSG00000266188	0	0	0	0	0	0
ENSG00000266189	3	9	3	3	4	2
ENSG00000266190	0	0	0	0	0	0
ENSG00000266192	0	0	0	0	0	0
ENSG00000266193	0	0	0	0	0	0
ENSG00000266194	0	0	0	0	0	0
ENSG00000266195	0	1	0	0	0	0
ENSG00000266196	0	0	0	0	0	0
ENSG00000266197	0	0	0	0	0	0
ENSG00000266199	0	0	0	0	0	0
ENSG00000266201	0	0	0	0	0	0
ENSG00000266202	0	0	0	0	0	0
ENSG00000266203	0	0	0	0	0	0
ENSG00000266204	0	0	0	0	0	0
ENSG00000266205	0	0	0	0	0	0
ENSG00000266206	0	0	0	0	0	0
ENSG00000266207	0	0	0	0	0	0
ENSG00000266208	111	88	260	249	39	50
ENSG00000266209	5	9	8	11	5	1
ENSG00000266210	0	0	0	0	0	0
ENSG00000266211	0	0	0	0	0	0
ENSG00000266213	0	0	0	0	0	0
ENSG00000266215	0	0	0	0	0	0
ENSG00000266216	0	0	0	0	0	0
ENSG00000266218	0	0	0	0	0	0
ENSG00000266219	0	0	0	0	0	0
ENSG00000266220	0	0	0	0	0	0
ENSG00000266222	0	0	0	0	0	0
ENSG00000266223	0	0	0	0	0	0
ENSG00000266224	0	0	0	0	0	0
ENSG00000266226	0	0	0	0	0	0
ENSG00000266227	0	0	0	0	0	0
ENSG00000266228	0	0	0	0	0	0
ENSG00000266229	0	0	0	0	0	0
ENSG00000266230	0	0	0	0	0	0
ENSG00000266232	1	1	1	1	0	0
ENSG00000266233	0	0	0	0	0	0
ENSG00000266235	9	10	4	8	19	7
ENSG00000266236	10	19	13	18	22	9
ENSG00000266237	0	0	0	0	1	0
ENSG00000266239	0	3	5	3	7	3
ENSG00000266240	0	0	1	0	0	0
ENSG00000266241	0	0	0	0	0	0
ENSG00000266242	0	0	0	0	0	0
ENSG00000266243	0	0	0	0	0	0
ENSG00000266244	0	0	0	0	0	0
ENSG00000266245	0	0	0	0	0	0
ENSG00000266246	0	0	0	0	0	0
ENSG00000266247	0	0	0	0	0	0
ENSG00000266248	0	0	0	0	0	0
ENSG00000266251	0	0	0	0	0	0
ENSG00000266252	0	0	0	0	2	0
ENSG00000266254	0	0	0	0	0	0
ENSG00000266255	0	0	0	0	0	0
ENSG00000266256	0	0	1	0	0	0
ENSG00000266257	0	0	0	0	0	0
ENSG00000266258	7	6	5	4	12	7
ENSG00000266259	0	0	0	0	0	0
ENSG00000266261	4	2	1	3	9	3
ENSG00000266262	0	0	0	0	0	0
ENSG00000266264	0	0	0	0	0	0
ENSG00000266268	0	0	0	0	0	0
ENSG00000266269	0	0	0	0	0	0
ENSG00000266270	0	0	0	0	0	0
ENSG00000266272	0	0	0	0	0	0
ENSG00000266273	0	0	0	0	0	0
ENSG00000266274	2	9	18	16	10	7
ENSG00000266275	0	0	0	0	0	0
ENSG00000266276	0	0	0	0	0	0
ENSG00000266277	0	0	0	0	0	0
ENSG00000266278	32	22	35	30	52	40
ENSG00000266279	0	0	0	0	0	0
ENSG00000266281	0	0	0	0	0	0
ENSG00000266282	0	0	2	1	2	0
ENSG00000266283	0	3	0	1	1	2
ENSG00000266285	0	0	0	0	0	0
ENSG00000266287	0	0	0	0	0	0
ENSG00000266288	0	0	0	0	0	0
ENSG00000266289	2	2	5	2	6	2
ENSG00000266290	0	1	0	2	1	1
ENSG00000266291	0	0	0	0	0	0
ENSG00000266293	0	0	0	0	0	0
ENSG00000266294	0	0	0	0	0	0
ENSG00000266296	0	0	0	0	0	0
ENSG00000266297	0	0	0	0	0	0
ENSG00000266299	0	0	0	0	0	0
ENSG00000266302	0	0	0	0	0	0
ENSG00000266304	7	11	7	13	9	7
ENSG00000266305	0	0	0	0	0	0
ENSG00000266306	2	1	7	0	3	1
ENSG00000266307	1	0	0	0	0	0
ENSG00000266308	1	0	0	0	0	0
ENSG00000266309	0	0	0	0	0	0
ENSG00000266310	0	0	0	0	0	0
ENSG00000266311	0	0	0	0	0	0
ENSG00000266312	0	0	0	0	0	0
ENSG00000266313	3	3	8	4	3	0
ENSG00000266315	0	2	1	0	3	0
ENSG00000266316	0	0	0	0	0	0
ENSG00000266317	0	0	0	0	0	0
ENSG00000266318	0	0	0	0	0	0
ENSG00000266319	0	0	0	0	0	0
ENSG00000266320	2	0	0	0	0	0
ENSG00000266321	0	0	0	0	0	0
ENSG00000266323	0	0	0	0	0	1
ENSG00000266324	0	0	0	0	0	0
ENSG00000266325	0	0	0	0	0	0
ENSG00000266327	0	0	0	0	0	0
ENSG00000266328	0	0	0	0	0	0
ENSG00000266329	0	0	0	0	0	0
ENSG00000266330	0	0	0	0	0	0
ENSG00000266333	0	0	0	0	0	0
ENSG00000266335	0	0	0	0	0	0
ENSG00000266336	0	0	0	0	1	0
ENSG00000266337	0	0	0	0	0	0
ENSG00000266339	0	0	0	0	0	0
ENSG00000266340	0	0	0	1	1	2
ENSG00000266341	0	0	0	0	0	0
ENSG00000266343	0	0	0	0	0	0
ENSG00000266344	0	0	0	0	0	0
ENSG00000266345	0	0	0	0	0	0
ENSG00000266346	0	0	0	0	0	0
ENSG00000266347	0	0	0	1	1	3
ENSG00000266349	0	0	0	0	0	0
ENSG00000266352	3	1	2	2	4	2
ENSG00000266353	0	0	0	0	0	0
ENSG00000266354	0	0	0	0	0	0
ENSG00000266355	0	0	0	0	0	0
ENSG00000266356	0	0	0	0	0	0
ENSG00000266357	0	0	0	0	0	0
ENSG00000266358	0	0	0	0	0	0
ENSG00000266360	0	0	0	0	0	0
ENSG00000266363	0	0	0	0	0	0
ENSG00000266364	0	0	0	0	0	0
ENSG00000266365	0	0	0	0	1	1
ENSG00000266366	2	4	0	0	0	1
ENSG00000266368	0	0	0	1	2	4
ENSG00000266369	0	0	0	0	0	0
ENSG00000266370	1	1	0	0	2	1
ENSG00000266371	0	0	0	0	2	1
ENSG00000266372	8	4	2	6	0	0
ENSG00000266373	0	0	0	0	0	0
ENSG00000266374	0	0	0	0	0	0
ENSG00000266376	0	0	0	1	0	1
ENSG00000266377	0	0	0	0	0	0
ENSG00000266378	0	0	0	0	0	0
ENSG00000266379	0	0	0	0	0	0
ENSG00000266382	0	0	0	0	0	0
ENSG00000266383	0	0	0	0	0	0
ENSG00000266385	0	0	0	0	2	1
ENSG00000266387	0	0	0	0	0	0
ENSG00000266388	0	0	0	0	0	0
ENSG00000266389	0	0	0	0	0	0
ENSG00000266390	0	0	0	0	0	0
ENSG00000266391	0	0	0	0	0	0
ENSG00000266392	9	5	6	4	8	9
ENSG00000266393	0	0	0	0	0	0
ENSG00000266396	0	0	0	0	0	0
ENSG00000266397	0	0	0	0	0	0
ENSG00000266398	0	0	0	0	0	0
ENSG00000266399	0	0	0	0	0	0
ENSG00000266400	0	0	0	0	0	0
ENSG00000266401	73	82	91	92	137	94
ENSG00000266402	181	171	169	150	56	50
ENSG00000266403	0	0	0	0	0	0
ENSG00000266405	5	3	6	6	10	12
ENSG00000266407	0	0	0	0	0	0
ENSG00000266408	0	0	0	0	0	0
ENSG00000266409	0	0	0	0	0	0
ENSG00000266411	0	0	0	1	0	0
ENSG00000266413	0	0	0	0	0	1
ENSG00000266415	0	0	0	0	0	0
ENSG00000266416	0	0	0	0	0	0
ENSG00000266417	0	0	0	0	0	0
ENSG00000266420	1	0	0	0	1	1
ENSG00000266421	0	0	0	0	0	0
ENSG00000266423	0	0	0	0	0	0
ENSG00000266425	0	0	0	0	0	0
ENSG00000266426	0	0	0	0	0	0
ENSG00000266427	0	0	0	0	0	0
ENSG00000266428	1	0	1	1	0	0
ENSG00000266429	0	0	0	0	0	0
ENSG00000266430	0	0	0	0	0	0
ENSG00000266431	0	0	0	0	0	0
ENSG00000266432	0	0	0	0	0	0
ENSG00000266433	0	0	0	0	0	0
ENSG00000266436	0	0	0	0	0	0
ENSG00000266437	0	0	0	0	0	0
ENSG00000266439	0	0	0	0	0	0
ENSG00000266440	2	1	1	0	1	1
ENSG00000266441	0	0	0	0	0	0
ENSG00000266443	0	0	0	0	0	0
ENSG00000266445	0	4	1	0	1	0
ENSG00000266446	1	2	3	1	0	2
ENSG00000266447	0	2	2	2	8	5
ENSG00000266448	0	0	0	0	0	0
ENSG00000266449	0	0	0	0	0	0
ENSG00000266450	0	0	0	0	0	0
ENSG00000266451	0	0	0	0	0	0
ENSG00000266452	0	0	0	0	0	0
ENSG00000266453	0	0	0	2	0	0
